,Book Author,Book Owner,Book Title,Publication Year
6903,joseph kessel,ernest hemingway,The lion,1959
6904,attilio loyola,ernest hemingway,The captivity of the Italians in Austria: impressions and recollections of my captivity,1918
6905,edo mccullough,ernest hemingway,"Good old Coney Island, a sentimental journey into the past",1957
6906,charles mcdermand,ernest hemingway,Waters of the golden trout country,1946
6907,archibald macleish,ernest hemingway,Conquistador,1933
6908,norman mailer,ernest hemingway,The naked and the dead,1948
6909,norman mailer,ernest hemingway,The naked and the dead,1948
6910,rené maine,ernest hemingway,Trafalgar: Napoleon's naval Waterloo,1957
6911,[n.auth],ernest hemingway,"Major league baseball: facts, figures and official rules",1943
6912,sergio maldini,ernest hemingway,I sognatori: romanzo,1953
6913,thomas mann,ernest hemingway,The magic mountain,1932
6914,josé martín blázquez,ernest hemingway,Guerre civile totale,1938
6915,john masters,ernest hemingway,Fandango Rock,1959
6916,henri matisse,ernest hemingway,"Matisse: seize peintures, 1939-1943",1943
6917,herbert lionel matthews,ernest hemingway,The yoke and the arrows; a report on Spain,1957
6918,f. o. matthiessen,ernest hemingway,"The James family, including selections from the writings of Henry James, Senior, William, Henry & Alice James",1947
6919,w. somerset maugham,ernest hemingway,The narrow corner,1932
6920,gavin maxwell,ernest hemingway,Harpoon venture,1952
6921,frank grant menke,ernest hemingway,Encyclopedia of sports,1944
6922,italy.,ernest hemingway,Report of the Department of Military Affairs : January to July 1918,1918
6923,quentin james reynolds,ernest hemingway,The wounded don't cry,1941
6924,kenneth lewis roberts,ernest hemingway,Boon Island,1956
6925,walter adolphe roberts,ernest hemingway,The Caribbean: the story of our sea of destiny,1940
6926,walter adolphe roberts,ernest hemingway,Havana: the portrait of a city,1953
6927,donald thompson carlisle,ernest hemingway,"The ordeal of Oliver Airedale; or, to the dogs and back: a satire with teeth in it",1941
6928,charles carrington,ernest hemingway,The life of Rudyard Kipling,1955
6929,gordon carroll,ernest hemingway,"History in the writing, by the foreign correspondents of Time, Life & Fortune",1945
6930,thomas donald carter,ernest hemingway,Mammals of North America: a guide to the North American mammal hall,1951
6931,joyce cary,ernest hemingway,"The moonlight, a novel",1946
6932,robert j. casey,ernest hemingway,Battle below; the war of the submarines,1945
6933,robert j. casey,ernest hemingway,Battle below; the war of the submarines,1945
6934,camilo josé cela,ernest hemingway,La colmena,1957
6935,miguel de cervantes,ernest hemingway,The ingenious gentleman Don Quixote de La Mancha,1949
6936,sheldon cheney,ernest hemingway,The story of modern art,1941
6937,marquis w. childs,ernest hemingway,This is democracy : collective bargaining in Scandinavia,1938
6938,louis henry cohn,ernest hemingway,A bibliography of the works of Ernest Hemingway,1931
6939,cyril connolly,ernest hemingway,"The unquiet grave, a word cycle",1957
6940,cyril connolly,ernest hemingway,"The unquiet grave, a word cycle",1957
6941,cyril connolly,ernest hemingway,"The unquiet grave, a word cycle",1957
6942,cyril connolly,ernest hemingway,"The unquiet grave, a word cycle",1957
6943,cyril connolly,ernest hemingway,"The unquiet grave, a word cycle",1957
6944,cyril connolly,ernest hemingway,"The unquiet grave, a word cycle",1957
6945,barnaby conrad,ernest hemingway,Matador,1952
6946,barnaby conrad,ernest hemingway,Matador,1952
6947,jack randolph conrad,ernest hemingway,The horn and the sword; the history of the bull as symbol of power and fertility,1957
6948,john gregory conway,ernest hemingway,Television flower arrangement,1958
6949,eric cooper,ernest hemingway,Sea fishing,1934
6950,miguel covarrubias,ernest hemingway,"The eagle, the jaguar, and the serpent; Indian art of the Americas: North America: Alaska, Canada, the United States",1954
6951,malcolm cowley,ernest hemingway,After the genteel tradition; American writers since 1910,1937
6952,john d. craig,ernest hemingway,Danger is my business,1938
6953,a. j. cronin,ernest hemingway,The keys of the kingdom,1941
6954,charles p. curtis,ernest hemingway,A commonplace book,1957
6955,hassoldt davis,ernest hemingway,The jungle and the damned,1952
6956,j. frank dobie,ernest hemingway,The voice of the coyote,1949
6957,robert blackwood robertson,ernest hemingway,Of whales and men,1954
6958,waverley lewis root,ernest hemingway,The secret history of the war,1945
6959,olaf ruhen,ernest hemingway,Land of Dahori; tales of New Guinea,1957
6960,nikola_ ivanovich bukharin,ernest hemingway,"Report of court proceedings in the case of the anti-soviet ""bloc of Rights and Trotskyites,"" heard before the...",1938
6961,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6962,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6963,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6964,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6965,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6966,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6967,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6968,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6969,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
6970,carl sandburg,ernest hemingway,A Lincoln preface,1953
6971,carl sandburg,ernest hemingway,The Sandburg range,1957
6972,edwyn sandys,ernest hemingway,Upland game birds,1902
6973,leonard cutler sanford,ernest hemingway,The water-fowl family,1924
6974,ross santee,ernest hemingway,Dog days,1955
6975,mario schettini,ernest hemingway,Il paese dei bastardi: romanzo,1953
6976,john g. schneider,ernest hemingway,The golden kazoo,1956
6977,frank schoonmaker,ernest hemingway,The wines of Germany,1956
6978,william ward seward,ernest hemingway,Skirts of the dead night,1950
6979,robert shaplen,ernest hemingway,Free love and heavenly sinners: the story of the great Henry Ward Beecher scandal,1954
6980,irwin shaw,ernest hemingway,The young lions,1948
6981,richard pitts powell,ernest hemingway,The Philadelphian,1956
6982,james joseph aloysius powers,ernest hemingway,Baseball personalities: the most colorful figures of all time,1949
6983,john cowper powys,ernest hemingway,Dorothy M. Richardson,1931
6984,llewelyn powys,ernest hemingway,Skin for skin,1926
6985,vladimir pozner,ernest hemingway,First harvest,1943
6986,richard s. prather,ernest hemingway,Always leave 'em dying,1957
6987,fletcher pratt,ernest hemingway,America and total war,1941
6988,fletcher pratt,ernest hemingway,Eleven generals: studies in American command,1949
6989,fletcher pratt,ernest hemingway,"The Empire and the glory: Napoleon Bonaparte, 1800-1806",1949
6990,fletcher pratt,ernest hemingway,The Marines' war: an account of the struggle for the Pacific from both American and Japanese sources,1948
6991,fletcher pratt,ernest hemingway,Ordeal by fire: an informal history of the Civil War,1948
6992,fletcher pratt,ernest hemingway,Sea power and today's war,1929
6993,william o. douglas,ernest hemingway,Strange lands and friendly people,1951
6994,gilbert doukan,ernest hemingway,"La chasse sous-marine, précis de pêche au fusil harpon",1946
6995,davis dresser,ernest hemingway,The hangmen of Sleepy Valley,1952
6996,maurice druon,ernest hemingway,The poisoned crown : a novel,1957
6997,t. s. eliot,ernest hemingway,"Collected poems, 1909-1935",1936
6998,frank elkins,ernest hemingway,World ski book,1949
6999,[n.auth],ernest hemingway,"Les années vingt. Les écrivains américains à Paris et leurs amis, 1920-1930",1959
7000,richard hillary,ernest hemingway,Falling through space,1942
7001,antonio spagnuolo,ernest hemingway,"Panorama antologico, 1955",1955
7002,joseph lincoln steffens,ernest hemingway,The autobiography of Lincoln Steffens,1931
7003,joseph lincoln steffens,ernest hemingway,The autobiography of Lincoln Steffens,1931
7004,charles sweeny,ernest hemingway,Britain bids for world power,1948
7005,paul williams thompson,ernest hemingway,Modern battle: units in action in the second world war,1941
7006,john toland,ernest hemingway,"Battle, the story of the Bulge",1959
7007,leo tolstoy,ernest hemingway,Anna Karenina,1952
7008,leo tolstoy,ernest hemingway,Anna Karenina,1952
7009,united states hydrographic office,ernest hemingway,Azimuths of the sun for latitudes extending to 70 degrees from the equator,1934
7010,united states hydrographic office,ernest hemingway,"Tables of computed altitude and Azimuth, latitudes 200 to 290 inclusive",1941
7011,united states war department,ernest hemingway,"Conventional signs, military symbols, and abbreviations",1941
7012,paul valéry,ernest hemingway,"Mer, marines, marins: Documents commentés par Georges Dupuy",1930
7013,laurens van der post,ernest hemingway,Flamingo feather,1955
7014,margit varga,ernest hemingway,Waldo Peirce,1941
7015,pierre véry,ernest hemingway,M. Malbrough est mort,1937
7016,peter viertel,ernest hemingway,"White hunter, black heart",1953
7017,peter viertel,ernest hemingway,Line of departure,1947
7018,denys james watkins-pitchford,ernest hemingway,The fisherman's bedside book,1946
7019,evelyn waugh,ernest hemingway,A handful of dust,1934
7020,christine weston,ernest hemingway,Indigo,1943
7021,donald wetzel,ernest hemingway,A wreath and a curse,1950
7022,henry williamson,ernest hemingway,Salar the salmon,1936
7023,ira wolfert,ernest hemingway,American guerrilla in the Philippines,1945
7024,william e. woodward,ernest hemingway,"The way our people lived, an intimate American history",1944
7025,alexander woollcott,ernest hemingway,Woollcott's second reader,1937
7026,philip young,ernest hemingway,Ernest Hemingway,1952
7027,herbert spencer zim,ernest hemingway,Trees; a guide to familiar American trees,1952
7028,herbert spencer zim,ernest hemingway,Fishes; a guide to fresh and salt-water species,1956
7029,fletcher pratt,ernest hemingway,A short history of the Civil War,1951
7030,fletcher [george u. fletcher] pratt,ernest hemingway,The well of the unicorn,1948
7031,joseph gaither pratt,ernest hemingway,Extra-sensory perception after sixty years: a critical appraisal of the research in extra-sensory perception,1940
7032,theodore pratt,ernest hemingway,The barefoot mailman,1943
7033,theodore pratt,ernest hemingway,Big blow,1936
7034,theodore pratt,ernest hemingway,Mr. Limpet,1942
7035,armand praviel,ernest hemingway,Notre-Dame de Praslin,1926
7036,mario praz,ernest hemingway,Unromantic Spain,1929
7037,hilda frances margaret prescott,ernest hemingway,The man on a donkey: a chronicle,1952
7038,john prescott,ernest hemingway,Wagon train,1957
7039,orville prescott,ernest hemingway,In my opinion: an inquiry into the contemporary novel,1952
7040,john hyde preston,ernest hemingway,"Revolution, 1776",1933
7041,philip jacobus pretorius,ernest hemingway,Jungle man: the autobiography of Major P.J. Pretorius,1948
7042,jacques prévert,ernest hemingway,Charmes de Londres,1952
7043,jacques prévert,ernest hemingway,Lettre des Iles Baladar,1952
7044,jacques prévert,ernest hemingway,La pluie et le beau temps,1955
7045,james thrall soby,ernest hemingway,Joán Miró,1959
7046,camille prévost,ernest hemingway,L'escrime et le duel,1891
7047,jean prévost,ernest hemingway,Les frères Bouquinquant,1930
7048,jean prévost,ernest hemingway,Les frères Bouquinquant,1930
7049,gregorio prieto,ernest hemingway,Por tierras de Isabel la Católica,1951
7050,francisco prieto-moreno,ernest hemingway,Granada,1957
7051,alice [kiki] prin,ernest hemingway,Kiki's memoirs,1930
7052,frederic prokosch,ernest hemingway,The skies of Europe,1942
7053,benjamin a. proulx,ernest hemingway,Underground from Hongkong,1943
7054,marcel proust,ernest hemingway,Cities of the plain,1929
7055,marcel proust,ernest hemingway,Cities of the plain,1927
7056,marcel proust,ernest hemingway,Marcel Proust par lui-même,1953
7057,marcel proust,ernest hemingway,Remembrance of things past,1934
7058,marcel proust,ernest hemingway,Sodome et Gomorrhe II,1925
7059,marcel proust,ernest hemingway,Swann's way,1928
7060,marshall pugh,ernest hemingway,Frogman: Commander Crabb's story,1956
7061,claude pujol,ernest hemingway,Itinéraire Paris: Côte d'Azur,1949
7062,william dilworth puleston,ernest hemingway,The armed forces of the Pacific: a comparison of the military and naval power of the United States and Japan,1941
7063,william dilworth puleston,ernest hemingway,Mahan: the life and work of Captain Alfred Thayer Mahan,1939
7064,rush medical college,ernest hemingway,"The Pulse: Rush Medical College, published annually by the sophomore class, vol. 2",1895
7065,michael idvorsky pupin,ernest hemingway,Romance of the machine,1930
7066,victor william saunders [myra buttle] purcell,ernest hemingway,The Sweeniad,1957
7067,james purdy,ernest hemingway,Color of darkness: eleven stories and a novella,1957
7068,james purdy,ernest hemingway,"Don't call me by my right name, and other stories",1956
7069,james purdy,ernest hemingway,"63 Dream Palace, a novella",1956
7070,ken w. purdy,ernest hemingway,The kings of the road,1954
7071,ken w. purdy,ernest hemingway,The kings of the road,1954
7072,aleksandr sergeevich pushkin,ernest hemingway,The Golden Cockerel,1949
7073,carleton putnam,ernest hemingway,"Theodore Roosevelt: the formative years, 1858-1886",1958
7074,samuel putnam,ernest hemingway,Paris was our mistress: memoirs of a lost and found generation,1947
7075,samuel putnam,ernest hemingway,Paris was our mistress: memoirs of a lost and found generation,1947
7076,w. lavallin puxley,ernest hemingway,Deep seas and lonely shores,1936
7077,leo van puyvelde,ernest hemingway,Les esquisses de Rubens,1948
7078,leo van puyvelde,ernest hemingway,Hubert and Jan van Eyck,1956
